assembly,body,engine,transmission,fuel,car_age,city_grouped,registered_grouped,log_mileage,make_freq,model_freq,Actual,Predicted,Error,Abs_Error
Imported,Sedan,1800,1,Petrol,18,Islamabad,Islamabad,11.736077016252437,0.007550907732779059,0.007550907732779059,4199999.999999997,4008653.563790407,191346.43620959017,191346.43620959017
Local,Sedan,1300,0,Petrol,13,Peshawar,Islamabad,12.548196737427672,0.3168458315741613,0.16566529180604722,2499999.9999999995,2698985.3725224053,-198985.3725224058,198985.3725224058
Local,Sedan,1800,1,Petrol,14,Karachi,Sindh,11.626263078808801,0.21353642298074113,0.10736903640674222,1949999.999999999,2354690.313094555,-404690.31309455587,404690.31309455587
Local,Sedan,1800,1,Petrol,7,Other,Lahore,11.350418300109132,0.21353642298074113,0.10736903640674222,5890000.000000004,5768483.114513823,121516.8854861809,121516.8854861809
Local,Sedan,1500,1,Petrol,10,Karachi,Sindh,11.385103457032141,0.21353642298074113,0.06985807541164626,3400000.000000002,4381365.161306773,-981365.1613067714,981365.1613067714
Imported,Sedan,1800,1,Petrol,23,Other,Sindh,11.918397239722838,0.3168458315741613,0.003945958234549057,2359999.9999999995,2678570.994140967,-318570.99414096726,318570.99414096726
Local,Sedan,1600,0,Petrol,23,Lahore,Sindh,12.301387370778713,0.21353642298074113,0.10736903640674222,1095000.0000000005,1279351.982314671,-184351.98231467046,184351.98231467046
Local,Hatchback,796,0,Petrol,8,Other,Lahore,11.082157933374816,0.2909941216589263,0.06034230781721932,1279999.9999999988,1307336.9729635823,-27336.972963583423,27336.972963583423
Imported,Unknown,660,1,Petrol,9,Other,Lahore,11.815109375620835,0.2909941216589263,0.008070540092884285,1800000.000000001,1901710.9954796098,-101710.99547960889,101710.99547960889
Imported,Sedan,1500,1,Petrol,21,Karachi,Karachi,11.976665770490767,0.3168458315741613,0.16566529180604722,3400000.000000002,2649920.661754271,750079.3382457308,750079.3382457308
Local,Sedan,1300,1,Petrol,11,Karachi,Karachi,11.251573687764477,0.3168458315741613,0.16566529180604722,3274999.999999997,3136091.096077957,138908.90392204002,138908.90392204002
Local,Hatchback,1300,0,Petrol,10,Karachi,Karachi,11.184435286790631,0.2909941216589263,0.019713552661491995,1980000.0000000016,1994889.1467723597,-14889.1467723581,14889.1467723581
Imported,Hatchback,1000,0,Petrol,8,Other,Punjab,11.51293546492023,0.2909941216589263,0.030479685622422138,2300000.0,2172392.8138698013,127607.18613019865,127607.18613019865
Local,Hatchback,1300,0,Petrol,10,Rawalpindi,Punjab,11.350418300109132,0.2909941216589263,0.019713552661491995,2349999.999999999,2371913.1322033363,-21913.13220333727,21913.13220333727
Imported,Unknown,1500,1,Petrol,14,Lahore,Un-Registered,11.23850177707664,0.3168458315741613,0.007177421973953428,3499999.9999999995,4720766.4310075315,-1220766.431007532,1220766.431007532
Local,Mini Van,1500,0,Petrol,19,Other,Lahore,13.815511557963774,0.2909941216589263,0.0006333019388782437,1650000.0000000007,1355479.7528794392,294520.24712056154,294520.24712056154
Local,Hatchback,1000,1,Petrol,5,Gujranwala,Punjab,10.308985993422082,0.2909941216589263,0.030479685622422138,3164999.9999999995,3068167.9769112263,96832.02308877325,96832.02308877325
Local,Sedan,1300,1,Petrol,7,Faisalabad,Islamabad,11.484227592022684,0.3168458315741613,0.16566529180604722,4399999.999999997,4355496.329171759,44503.67082823813,44503.67082823813
Local,Sedan,1798,1,Petrol,11,Karachi,Karachi,11.492304302765735,0.3168458315741613,0.16566529180604722,8199999.999999994,7666298.063028696,533701.9369712984,533701.9369712984
Local,Hatchback,1000,0,Petrol,21,Islamabad,Lahore,9.421087402953841,0.2909941216589263,0.05779286155045305,969999.9999999999,727054.1766311486,242945.82336885133,242945.82336885133
Local,Hatchback,1000,0,Petrol,14,Lahore,Punjab,6.878326468291325,0.2909941216589263,0.05707836705530837,1200000.0000000005,1207041.812836801,-7041.812836800469,7041.812836800469
Local,Sedan,1300,0,Petrol,21,Lahore,Punjab,11.51293546492023,0.2909941216589263,0.006657789613848202,1040000.0000000009,945905.7767076318,94094.22329236916,94094.22329236916
Local,Sedan,1500,1,Petrol,10,Karachi,Karachi,11.042937835596494,0.21353642298074113,0.10736903640674222,5190000.000000002,5007250.2753442,182749.72465580143,182749.72465580143
Local,Hatchback,1100,0,Petrol,19,Faisalabad,Lahore,9.421087402953841,0.01860933389626839,0.006933844305154103,935000.0000000006,975425.3867885328,-40425.386788532254,40425.386788532254
Local,Hatchback,796,0,Petrol,9,Other,Islamabad,10.714439990727769,0.2909941216589263,0.06034230781721932,1350000.0,1345563.5377013802,4436.462298619794,4436.462298619794
Local,Hatchback,1000,0,Petrol,5,Lahore,Lahore,10.275085591132715,0.2909941216589263,0.030479685622422138,2700000.0,2689065.0275105527,10934.972489447333,10934.972489447333
Local,Sedan,1300,0,Petrol,27,Other,Lahore,12.001511614739405,0.3168458315741613,0.16566529180604722,1299999.9999999993,1292925.3405214744,7074.659478524933,7074.659478524933
Local,Hatchback,1000,0,Petrol,22,Lahore,Lahore,11.289794413577894,0.2909941216589263,0.05779286155045305,700000.0000000006,732340.2669099225,-32340.26690992189,32340.26690992189
Imported,Hatchback,660,1,Petrol,12,Other,Karachi,11.403121759615027,0.040807378779513494,0.011691728102367575,2480000.0,2369106.393168127,110893.60683187284,110893.60683187284
Imported,Unknown,4000,0,Petrol,32,Peshawar,Sindh,5.993961427306569,0.3168458315741613,0.002614400311779416,4500000.000000002,2399625.6609115484,2100374.3390884534,2100374.3390884534
Local,Sedan,1300,0,Petrol,17,Other,Lahore,11.51293546492023,0.3168458315741613,0.16566529180604722,2100000.000000001,2162860.132132581,-62860.13213258004,62860.13213258004
Imported,Hatchback,1000,0,Petrol,31,Karachi,Karachi,12.185875040240456,0.040807378779513494,0.003962196745802345,270000.00000000006,303520.4813031733,-33520.481303173234,33520.481303173234
Local,Sedan,1800,1,Petrol,8,Sialkot,Islamabad,10.62135173563291,0.21353642298074113,0.10736903640674222,5400000.000000005,5617946.067732019,-217946.0677320147,217946.0677320147
Imported,Hatchback,660,1,Petrol,10,Islamabad,Islamabad,10.691967639914864,0.040807378779513494,0.011691728102367575,3000000.000000001,2653581.1914745527,346418.8085254482,346418.8085254482
Local,Sedan,1598,1,Petrol,4,Rawalpindi,Punjab,10.404293143019792,0.3168458315741613,0.16566529180604722,6499999.999999999,6188949.969816361,311050.03018363845,311050.03018363845
Imported,SUV,4200,1,Diesel,25,Karachi,Karachi,11.608244735642321,0.3168458315741613,0.009532006105680231,8099999.999999998,8160592.905908773,-60592.905908774585,60592.905908774585
Local,SUV,1999,1,Petrol,5,Lahore,Punjab,10.239995502805316,0.01860933389626839,0.005309993179825273,8249999.9999999935,7990520.307818622,259479.69218137115,259479.69218137115
Imported,Hatchback,1000,1,Petrol,14,Peshawar,Islamabad,4.983606621708336,0.3168458315741613,0.024715014127504792,2800000.000000002,2683177.846149654,116822.15385034773,116822.15385034773
Local,Sedan,1300,0,Petrol,11,Other,Karachi,11.51293546492023,0.21353642298074113,0.06985807541164626,2800000.000000002,2391485.0360179003,408514.96398210153,408514.96398210153
Imported,Unknown,660,0,Petrol,9,Other,Lahore,11.289794413577894,0.2909941216589263,0.008070540092884285,1725000.0000000005,1933651.9524862429,-208651.9524862424,208651.9524862424
Local,Sedan,1300,0,Petrol,11,Lahore,Lahore,11.58989576532275,0.21353642298074113,0.06985807541164626,3000000.000000001,3076602.453745383,-76602.4537453819,76602.4537453819
Imported,Sedan,1800,1,Hybrid,15,Rawalpindi,Islamabad,12.100717685412471,0.3168458315741613,0.009613198661946673,3650000.000000001,4415115.48270776,-765115.4827077594,765115.4827077594
Imported,Hatchback,660,1,Petrol,22,Karachi,Sindh,11.362114203075018,0.2909941216589263,0.05707836705530837,700000.0000000006,950091.6506263844,-250091.65062638384,250091.65062638384
Local,Hatchback,660,0,Petrol,5,Rawalpindi,Islamabad,10.239995502805316,0.2909941216589263,0.05707836705530837,2474999.999999999,2412872.308101927,62127.69189807214,62127.69189807214
Local,Sedan,1300,0,Petrol,6,Other,Karachi,10.165890277802454,0.3168458315741613,0.16566529180604722,4799999.999999999,4833602.3163662385,-33602.31636623945,33602.31636623945
Imported,Hatchback,1000,1,Petrol,22,Peshawar,Peshawar,10.085850775128717,0.3168458315741613,0.024715014127504792,1899999.9999999993,1828549.499714176,71450.50028582336,71450.50028582336
Local,Hatchback,1000,0,Petrol,5,Multan,Punjab,10.043292972227004,0.2909941216589263,0.030479685622422138,2950000.000000002,2693851.6041755285,256148.39582447335,256148.39582447335
Local,Sedan,1300,0,Petrol,7,Other,Punjab,10.799595985047786,0.3168458315741613,0.16566529180604722,4550000.0,4283451.815119075,266548.18488092534,266548.18488092534
Imported,Hatchback,1000,1,Petrol,10,Multan,Multan,11.289794413577894,0.3168458315741613,0.024715014127504792,3249999.9999999986,3369245.3082952704,-119245.30829527183,119245.30829527183
Local,Hatchback,800,0,Petrol,15,Other,Islamabad,11.461642696843066,0.2909941216589263,0.06034230781721932,979999.9999999997,933225.4160245844,46774.58397541521,46774.58397541521
Imported,SUV,3400,1,Petrol,22,Lahore,Lahore,12.206077645517674,0.3168458315741613,0.01230879152999253,9500000.000000015,9030489.440464884,469510.55953513086,469510.55953513086
Local,Sedan,1800,1,Petrol,8,Sargodha,Punjab,11.23850177707664,0.21353642298074113,0.10736903640674222,5750000.000000005,5591914.476901507,158085.52309849765,158085.52309849765
Local,Hatchback,660,0,Petrol,4,Lahore,Un-Registered,7.0909098220799835,0.2909941216589263,0.05707836705530837,2665000.0,2630782.9753523762,34217.024647623766,34217.024647623766
Local,SUV,1490,1,Petrol,5,Gujranwala,Punjab,9.952325334619427,0.00630054236627586,0.0007307330063979734,5650000.000000001,5654151.500103573,-4151.5001035723835,4151.5001035723835
Local,Sedan,1800,1,Petrol,17,Karachi,Sindh,11.759793355371237,0.21353642298074113,0.10736903640674222,2100000.000000001,2061811.267049097,38188.73295090394,38188.73295090394
Local,Hatchback,1000,0,Petrol,9,Lahore,Lahore,11.695255355062795,0.2909941216589263,0.030479685622422138,2275000.000000001,1926166.833121757,348833.1668782439,348833.1668782439
Local,Hatchback,660,1,Petrol,6,Rawalpindi,Rawalpindi,10.308985993422082,0.2909941216589263,0.05707836705530837,2674999.9999999995,2656056.905120351,18943.09487964865,18943.09487964865
Local,Sedan,1798,1,Petrol,8,Other,Islamabad,11.542493975902508,0.3168458315741613,0.16566529180604722,4790000.000000002,5562818.521941321,-772818.5219413191,772818.5219413191
Local,Hatchback,1000,0,Petrol,17,Lahore,Lahore,11.461642696843066,0.2909941216589263,0.05779286155045305,1350000.0,1045103.4820938014,304896.5179061986,304896.5179061986
Imported,SUV,2000,0,Diesel,23,Other,Sindh,12.54254845357358,0.022766392777110196,0.012698515800071449,1249999.999999999,1413026.5762490775,-163026.57624907838,163026.57624907838
Local,Hatchback,796,0,Petrol,12,Other,Punjab,10.736418414365376,0.2909941216589263,0.06034230781721932,950000.0000000008,1123692.614415328,-173692.6144153272,173692.6144153272
Local,Mini Van,800,0,Petrol,5,Other,Islamabad,9.210440366976517,0.2909941216589263,0.016092364652008705,1749999.9999999998,1868616.3296742544,-118616.32967425464,118616.32967425464
Local,Sedan,1300,1,Petrol,8,Karachi,Karachi,11.002116507732017,0.21353642298074113,0.06985807541164626,3580000.000000001,3730408.1304784697,-150408.13047846872,150408.13047846872
Local,Sedan,1300,0,Petrol,7,Islamabad,Islamabad,11.375971077721223,0.3168458315741613,0.16566529180604722,4469999.999999999,4369220.587834335,100779.41216566414,100779.41216566414
Imported,Hatchback,996,1,Petrol,8,Rawalpindi,Islamabad,11.06665398721974,0.3168458315741613,0.024715014127504792,4000000.0000000005,3996516.718051805,3483.2819481953047,3483.2819481953047
Imported,Hatchback,1300,1,Petrol,22,Other,Sindh,11.51293546492023,0.3168458315741613,0.024715014127504792,2150000.0,1787005.3138542029,362994.68614579714,362994.68614579714
Imported,Mini Van,660,1,Petrol,15,Rawalpindi,Islamabad,11.580593459194764,0.2909941216589263,0.008070540092884285,1499999.9999999986,1907386.2593113717,-407386.2593113731,407386.2593113731
Local,SUV,2700,1,Petrol,10,Other,Islamabad,11.338583982516495,0.3168458315741613,0.011025949140982755,9099999.999999985,8891040.61317181,208959.38682817481,208959.38682817481
Local,Sedan,1200,1,Petrol,5,Lahore,Punjab,10.146472946063877,0.21353642298074113,0.06985807541164626,4490000.000000003,4575560.903862962,-85560.90386295877,85560.90386295877
Imported,Unknown,660,1,Petrol,14,Rawalpindi,Islamabad,11.723648196284437,0.0011854113214900459,0.00035724724757234255,1820000.0000000005,1697168.7116927346,122831.28830726584,122831.28830726584
Local,Hatchback,660,0,Petrol,5,Other,Islamabad,9.472781556562168,0.2909941216589263,0.05707836705530837,2499999.9999999995,2487626.773775549,12373.226224450395,12373.226224450395
Local,Sedan,1598,1,Petrol,4,Gujranwala,Islamabad,9.99884318585288,0.3168458315741613,0.16566529180604722,6250000.000000005,6200276.02911101,49723.970888994634,49723.970888994634
Imported,Mini Van,660,0,Petrol,12,Other,Punjab,11.407576060361786,0.2909941216589263,0.008070540092884285,1739999.9999999986,1625210.0367698567,114789.9632301419,114789.9632301419
Local,Hatchback,800,0,Petrol,20,Other,Peshawar,10.596659732783579,0.2909941216589263,0.06034230781721932,620000.0000000005,748016.4993568966,-128016.49935689615,128016.49935689615
Imported,Hatchback,1000,1,Petrol,24,Other,Other,11.49273296168228,0.01946997499269267,0.0003897242700789192,1514999.9999999993,1423198.5637663545,91801.43623364484,91801.43623364484
Local,Hatchback,1000,0,Petrol,19,Karachi,Karachi,7.118826249062078,0.2909941216589263,0.05779286155045305,759999.9999999999,853133.8590746961,-93133.8590746962,93133.8590746962
Local,SUV,1999,1,Petrol,5,Lahore,Islamabad,10.463131911491967,0.022766392777110196,0.012698515800071449,7750000.000000002,7460523.477537273,289476.52246272843,289476.52246272843
Local,Van,800,0,Petrol,4,Karachi,Karachi,9.680406499268875,0.2909941216589263,0.016092364652008705,1849999.9999999995,1697174.918375605,152825.08162439452,152825.08162439452
Local,Hatchback,1000,0,Petrol,24,Islamabad,Lahore,11.39640288460621,0.01860933389626839,0.006933844305154103,645000.0,695941.4648115225,-50941.46481152251,50941.46481152251
Local,Sedan,1598,1,Petrol,5,Islamabad,Islamabad,10.545367754151743,0.3168458315741613,0.16566529180604722,5699999.999999996,6012906.0140972175,-312906.0140972212,312906.0140972212
Local,Sedan,1300,1,Petrol,5,Lahore,Islamabad,10.265523102716957,0.3168458315741613,0.01640089636582118,4199999.999999997,4404840.838973799,-204840.83897380158,204840.83897380158
Imported,Sedan,1800,1,Petrol,19,Peshawar,Sindh,11.982935344196433,0.3168458315741613,0.00037348575882563086,3099999.9999999986,3302133.582397705,-202133.58239770634,202133.58239770634
Imported,Station Wagon,1500,1,Petrol,12,Islamabad,Islamabad,12.206077645517674,0.3168458315741613,0.16566529180604722,4849999.999999997,4513420.982971296,336579.0170287015,336579.0170287015
Imported,SUV,3500,1,Petrol,25,Multan,Islamabad,11.736077016252437,0.014062550745347667,0.005277516157318697,3499999.9999999995,5640212.199856272,-2140212.1998562724,2140212.1998562724
Local,Sedan,1800,1,Petrol,6,Other,Islamabad,10.668978650219241,0.21353642298074113,0.10736903640674222,6300000.000000002,6256652.039233396,43347.96076660603,43347.96076660603
Local,Hatchback,660,0,Petrol,5,Other,Sindh,10.778977123006351,0.2909941216589263,0.05707836705530837,2280000.0,2381283.849025549,-101283.8490255489,101283.8490255489
Imported,Unknown,2500,1,Petrol,34,Islamabad,Islamabad,9.210440366976517,0.002143483485434055,0.0007469715176512617,1749999.9999999998,1928367.3771352875,-178367.37713528774,178367.37713528774
Local,Hatchback,800,0,Petrol,17,Lahore,Lahore,6.68586094706836,0.2909941216589263,0.06034230781721932,749999.9999999998,518991.0606742516,231008.9393257482,231008.9393257482
Local,Sedan,1300,1,Petrol,7,Rawalpindi,Islamabad,10.714439990727769,0.3168458315741613,0.16566529180604722,4900000.000000004,4437331.14873355,462668.851266454,462668.851266454
Local,Hatchback,1000,0,Petrol,16,Karachi,Karachi,11.263078530821469,0.2909941216589263,0.05707836705530837,820000.0000000005,948442.0317119695,-128442.03171196906,128442.03171196906
Local,Sedan,1800,1,Petrol,19,Gujranwala,Lahore,11.827743504053695,0.3168458315741613,0.16566529180604722,2199999.9999999995,2440679.2466134415,-240679.24661344197,240679.24661344197
Local,Hatchback,800,0,Petrol,8,Islamabad,Islamabad,11.156264806643742,0.2909941216589263,0.06034230781721932,1329999.9999999998,1346303.527603804,-16303.527603804134,16303.527603804134
Local,Sedan,1800,1,Petrol,5,Other,Lahore,10.12667110305036,0.3168458315741613,0.16566529180604722,6599999.999999998,6655574.286417587,-55574.28641758859,55574.28641758859
Local,SUV,3500,1,Petrol,5,Islamabad,Islamabad,10.239995502805316,0.022766392777110196,0.0012178883439966223,9900000.000000013,10126481.419741452,-226481.4197414387,226481.4197414387
Local,Sedan,1500,0,Petrol,10,Sialkot,Lahore,11.502885230075814,0.21353642298074113,0.06985807541164626,3249999.9999999986,3163336.549395452,86663.45060454682,86663.45060454682
Imported,Unknown,800,1,Petrol,7,Rawalpindi,Islamabad,9.918425424900335,0.2909941216589263,0.06034230781721932,1725000.0000000005,3024258.307157667,-1299258.3071576664,1299258.3071576664
Imported,Unknown,660,1,Petrol,19,Islamabad,Rawalpindi,11.918397239722838,0.0010392647202104512,0.0001948621350394596,840000.0000000005,1366817.620711058,-526817.6207110574,526817.6207110574
Local,Sedan,1498,1,Petrol,13,Lahore,Un-Registered,11.512925464970229,0.21353642298074113,0.10736903640674222,11199999.999999998,9808089.091727773,1391910.9082722254,1391910.9082722254
Local,Unknown,1800,1,Petrol,15,Lahore,Lahore,11.531963093847367,0.21353642298074113,0.10736903640674222,2050000.000000001,2401519.625608388,-351519.62560838694,351519.62560838694
Imported,Hatchback,660,1,Hybrid,7,Karachi,Un-Registered,9.817984128922188,0.2909941216589263,0.030479685622422138,4000000.0000000005,3711988.462301114,288011.53769888636,288011.53769888636
Local,Sedan,1497,1,Petrol,4,Peshawar,Islamabad,10.819798284210286,0.21353642298074113,0.06985807541164626,5199999.999999999,5271822.1946205525,-71822.1946205534,71822.1946205534
Local,Sedan,1600,1,Petrol,9,Islamabad,Islamabad,11.626263078808801,0.3168458315741613,0.16566529180604722,4209999.999999997,4363435.067255859,-153435.06725586206,153435.06725586206
Local,Hatchback,660,1,Petrol,6,Islamabad,Un-Registered,9.472781556562168,0.040807378779513494,0.004855314864733201,4074999.999999997,3664807.3596051834,410192.64039481385,410192.64039481385
Imported,Sedan,1300,0,Petrol,20,Lahore,Lahore,11.8879382384223,0.014062550745347667,0.004043389302068786,1610000.0,1098701.2059963525,511298.7940036475,511298.7940036475
Imported,Unknown,2000,1,Petrol,22,Other,Lahore,11.407576060361786,0.3168458315741613,0.002614400311779416,2700000.0,2319468.2416955153,380531.75830448465,380531.75830448465
Local,Hatchback,660,0,Petrol,6,Other,Karachi,10.859018228147887,0.2909941216589263,0.05707836705530837,2150000.0,2219570.9173971293,-69570.91739712935,69570.91739712935
Imported,Unknown,660,1,Petrol,6,Gujranwala,Un-Registered,9.952325334619427,0.01946997499269267,0.005180085089798967,3650000.000000001,3528283.0060372823,121716.99396271864,121716.99396271864
Local,Sedan,1798,1,Petrol,11,Lahore,Punjab,8.497194544909547,0.3168458315741613,0.16566529180604722,8099999.999999998,7662224.255336173,437775.74466382526,437775.74466382526
Imported,Unknown,1000,1,Petrol,19,Karachi,Sindh,10.545367754151743,0.3168458315741613,0.024715014127504792,1329999.9999999998,1818760.839118901,-488760.8391189012,488760.8391189012
Local,Sedan,1600,0,Petrol,14,Islamabad,Islamabad,12.388398368982115,0.3168458315741613,0.16566529180604722,2400000.000000001,2419462.9027101607,-19462.902710159775,19462.902710159775
Local,Sedan,1600,0,Petrol,4,Other,Islamabad,10.668978650219241,0.3168458315741613,0.16566529180604722,5699999.999999996,5783083.148353031,-83083.14835303463,83083.14835303463
Local,Sedan,1300,0,Petrol,11,Islamabad,Rawalpindi,12.713865675628737,0.3168458315741613,0.16566529180604722,1050000.0000000007,1019679.698819533,30320.301180467708,30320.301180467708
Imported,Unknown,1600,1,Petrol,27,Karachi,Karachi,11.608244735642321,0.3168458315741613,0.16566529180604722,1050000.0000000007,1458555.8233106276,-408555.8233106269,408555.8233106269
Local,Pick Up,2800,1,Diesel,4,Islamabad,Islamabad,9.99884318585288,0.3168458315741613,0.014744568217985775,15599999.999999981,15003666.14280514,596333.8571948409,596333.8571948409
Local,Sedan,1798,1,Petrol,9,Lahore,Lahore,11.510933482289435,0.3168458315741613,0.16566529180604722,5094999.999999999,5186104.852425358,-91104.85242535919,91104.85242535919
Imported,Crossover,1500,1,Petrol,8,Lahore,Punjab,11.156264806643742,0.21353642298074113,0.009483290571920367,6499999.999999999,7263821.982437347,-763821.982437348,763821.982437348
Local,Sedan,1600,1,Petrol,21,Lahore,Lahore,12.216027926866138,0.21353642298074113,0.10736903640674222,2025000.0000000014,1609288.6876591858,415711.31234081555,415711.31234081555
Local,Double Cabin,2800,1,Diesel,6,Peshawar,Un-Registered,11.225256725762893,0.3168458315741613,0.014744568217985775,10599999.999999996,12409774.126550805,-1809774.1265508085,1809774.1265508085
Imported,Unknown,660,1,Petrol,6,Karachi,Sindh,9.350189267092581,0.01946997499269267,0.005180085089798967,3550000.0000000014,3799122.751467411,-249122.75146740954,249122.75146740954
Imported,Unknown,1000,0,Petrol,35,Other,Islamabad,12.206077645517674,0.2909941216589263,0.009028612256828295,349999.9999999997,376653.9141169829,-26653.914116983186,26653.914116983186
Local,Sedan,1600,0,Petrol,27,Rawalpindi,Faisalabad,11.156264806643742,0.3168458315741613,0.16566529180604722,1498999.9999999995,1263764.4420640038,235235.55793599575,235235.55793599575
Local,Sedan,1300,0,Petrol,15,Other,Sindh,11.982935344196433,0.3168458315741613,0.16566529180604722,2459999.999999999,2332809.1039754767,127190.89602452237,127190.89602452237
Local,Hatchback,660,0,Petrol,4,Faisalabad,Punjab,5.910796644040527,0.2909941216589263,0.05707836705530837,2339999.9999999995,2553582.0903597395,-213582.09035973996,213582.09035973996
Imported,Unknown,660,1,Petrol,23,Other,Sindh,11.982935344196433,0.040807378779513494,0.0013153194115163522,2100000.000000001,1488835.4591225453,611164.5408774556,611164.5408774556
Local,Hatchback,1242,1,Petrol,4,Karachi,Karachi,9.741027444837728,0.2909941216589263,0.019713552661491995,4349999.999999996,4588700.318015396,-238700.3180153994,238700.3180153994
Local,Hatchback,1000,0,Petrol,7,Rawalpindi,Rawalpindi,10.819798284210286,0.2909941216589263,0.05779286155045305,2849999.999999999,2901940.4422929976,-51940.442292998545,51940.442292998545
Local,Sedan,1300,0,Petrol,7,Other,Sindh,11.297018168695637,0.21353642298074113,0.06985807541164626,3449999.999999999,3611975.6133668465,-161975.6133668474,161975.6133668474
Local,Hatchback,1000,0,Petrol,21,Karachi,Sindh,10.912302769585875,0.2909941216589263,0.05779286155045305,674999.9999999998,704150.0301574558,-29150.030157456058,29150.030157456058
Local,Sedan,1500,1,Petrol,10,Multan,Lahore,11.814961524270315,0.21353642298074113,0.06985807541164626,3850000.0000000005,3484348.647190357,365651.3528096434,365651.3528096434
Local,SUV,3479,1,Petrol,5,Lahore,Punjab,8.557374981049069,0.022766392777110196,0.0012178883439966223,10499999.999999994,11407565.922913264,-907565.9229132701,907565.9229132701
Local,Sedan,1800,1,Petrol,20,Lahore,Lahore,11.849404844423074,0.21353642298074113,0.10736903640674222,1899999.9999999993,1940820.0941244687,-40820.09412446944,40820.09412446944
Imported,SUV,3500,1,Petrol,30,Other,Peshawar,7.118826249062078,0.014062550745347667,0.005277516157318697,2349999.999999999,1911143.8301002786,438856.16989972047,438856.16989972047
Local,Sedan,1800,0,Petrol,12,Rawalpindi,Punjab,11.703554089007538,0.21353642298074113,0.10736903640674222,3499999.9999999995,3222473.4894187734,277526.5105812261,277526.5105812261
Imported,SUV,2700,1,Petrol,22,Lahore,Lahore,11.970356641102999,0.3168458315741613,0.004059627813322074,7230000.000000005,6378918.761258021,851081.2387419837,851081.2387419837
Local,Hatchback,1000,1,Petrol,4,Islamabad,Islamabad,10.12667110305036,0.022766392777110196,0.005618524893637751,3350000.0000000014,3327029.0824545817,22970.917545419652,22970.917545419652
Local,Sedan,1300,0,Petrol,13,Other,Lahore,11.51293546492023,0.3168458315741613,0.16566529180604722,2199999.9999999995,2485795.326764067,-285795.32676406763,285795.32676406763
Imported,Sedan,2000,1,Petrol,14,Islamabad,Islamabad,10.944223522673548,0.007550907732779059,0.007550907732779059,13799999.999999985,13075194.076439848,724805.9235601369,724805.9235601369
Local,Sedan,1800,1,Petrol,9,Karachi,Karachi,11.170449240431308,0.21353642298074113,0.10736903640674222,4900000.000000004,4586109.753300713,313890.24669929035,313890.24669929035
Local,Hatchback,796,0,Petrol,13,Islamabad,Rawalpindi,10.915106645867503,0.2909941216589263,0.06034230781721932,925000.0000000007,1039308.7810236743,-114308.7810236736,114308.7810236736
Local,Sedan,1300,1,Petrol,10,Other,Punjab,11.70029260470853,0.3168458315741613,0.16566529180604722,3600000.0000000014,3831262.3933804734,-231262.39338047197,231262.39338047197
Imported,Hatchback,660,1,Petrol,15,Karachi,Sindh,11.170449240431308,0.040807378779513494,0.011691728102367575,2100000.000000001,1868165.9870562747,231834.01294372627,231834.01294372627
Local,Sedan,1498,1,Petrol,4,Islamabad,Islamabad,10.12667110305036,0.21353642298074113,0.10736903640674222,8499999.999999998,9040988.375006255,-540988.3750062566,540988.3750062566
Imported,Sedan,2500,1,Petrol,20,Lahore,Islamabad,12.206077645517674,0.3168458315741613,0.001412750479036082,6000000.0,4735109.294099389,1264890.7059006114,1264890.7059006114
Local,MPV,1500,1,Petrol,8,Lahore,Lahore,11.532737896139919,0.21353642298074113,0.007908154980351401,4120000.0,4028318.308267615,91681.6917323852,91681.6917323852
Imported,Hatchback,660,1,Petrol,9,Other,Lahore,12.07254696717504,0.2909941216589263,0.030479685622422138,2250000.000000001,2377389.7657923177,-127389.76579231676,127389.76579231676
Imported,SUV,4200,1,Diesel,22,Other,Islamabad,11.289794413577894,0.3168458315741613,0.009532006105680231,8999999.999999996,10229177.13850738,-1229177.138507383,1229177.138507383
Imported,Mini Van,660,1,Petrol,9,Gujranwala,Lahore,12.144202560946876,0.2909941216589263,0.008070540092884285,1469999.999999999,1715408.555170151,-245408.55517015187,245408.55517015187
Local,Sedan,1500,1,Petrol,4,Islamabad,Islamabad,10.12667110305036,0.21353642298074113,0.10736903640674222,8400000.000000006,8471050.430258336,-71050.43025832996,71050.43025832996
Imported,Hatchback,1000,1,Petrol,8,Peshawar,Un-Registered,11.082157933374816,0.3168458315741613,0.024715014127504792,4250000.000000002,4076139.342823015,173860.6571769868,173860.6571769868
Imported,Sedan,1800,1,Petrol,22,Other,Sindh,11.156264806643742,0.3168458315741613,0.003945958234549057,3799999.9999999995,3128684.890177785,671315.1098222146,671315.1098222146
Imported,Sedan,1300,1,Petrol,31,Other,Islamabad,11.837932223482163,0.3168458315741613,0.16566529180604722,1949999.999999999,1828924.3799828498,121075.62001714925,121075.62001714925
Imported,Mini Van,660,1,Petrol,9,Karachi,Karachi,11.170449240431308,0.2909941216589263,0.008070540092884285,2449999.9999999995,2465549.0953653357,-15549.095365336165,15549.095365336165
Local,Sedan,1591,1,Petrol,4,Lahore,Punjab,9.72052579085475,0.01860933389626839,0.0027443084018057224,6300000.000000002,6272552.384197481,27447.615802520886,27447.615802520886
Imported,Unknown,1300,1,Petrol,23,Karachi,Sindh,12.493883459694384,0.3168458315741613,9.74310675197298e-05,1800000.000000001,1539767.7139244734,260232.28607552755,260232.28607552755
